stable_id,provider_external_id,reference_tile,groundsurface_bbox_epsg25832,candidate_aoi_intersects,image_camera_ledger,current_image_building_coverage,c1_numeric_bbox_full_unregistered,c1_registered_coverage,c1_eligible,c2_numeric_bbox_full_unregistered,c2_registered_coverage,c2_eligible,c3_registered_coverage,c3_eligible,c4_provider_tile_full_unregistered,c4_registered_coverage,c4_eligible,c5_candidate_availability,c5_eligible,u_target_status,e_paired_status,exclusion_reason,held_out_accessed
DEBY_LOD2_4906967,DEBYvAAAAABTMJRg,LOD2_REFERENCE_690_5334,"690870.030,5335963.820,690944.530,5336024.550",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906968,DEBYvAAAAABTMJAR,LOD2_REFERENCE_690_5336,"690891.410,5336021.120,690949.090,5336138.380",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906969,DEBYvAAAAABTMI8W,LOD2_REFERENCE_690_5336,"690916.690,5336008.570,690935.670,5336025.350",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906970,DEBYvAAAAABTMJG3,LOD2_REFERENCE_690_5334,"690921.810,5335934.310,690938.280,5335950.210",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906972,DEBYvAAAAABTMI9U,LOD2_REFERENCE_690_5334,"690933.230,5335923.580,690964.540,5335948.060",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906973,DEBYvAAAAABTMJEU,LOD2_REFERENCE_690_5334,"690945.440,5335938.350,690957.250,5335947.120",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906974,DEBYvAAAAABTMJD6,LOD2_REFERENCE_690_5334,"690955.350,5335934.730,690976.130,5335968.040",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906975,DEBYvAAAAABTMJCi,LOD2_REFERENCE_690_5336,"690932.400,5336076.700,690990.560,5336124.070",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906976,DEBYvAAAAABTMJI4,LOD2_REFERENCE_690_5334,"690960.680,5335914.810,690989.300,5335934.250",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906977,DEBYvAAAAABTMIx7,LOD2_REFERENCE_690_5334,"690976.810,5335924.440,691002.690,5335963.330",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906980,DEBYvAAAAABTMIxt,LOD2_REFERENCE_690_5334,"690997.140,5335971.160,691009.140,5335978.990",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906981,DEBYvAAAAABTMJ0o,LOD2_REFERENCE_690_5334,"690985.320,5335907.260,691027.290,5335975.310",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906982,DEBYvAAAAABTMJzn,LOD2_REFERENCE_690_5336,"690927.190,5336198.110,690976.690,5336245.030",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906983,DEBYvAAAAABTMJ6n,LOD2_REFERENCE_690_5336,"690938.550,5336252.080,690974.560,5336314.200",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906984,DEBYvAAAAABTMJ7N,LOD2_REFERENCE_690_5336,"690963.750,5336276.000,690982.390,5336299.110",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906985,DEBYvAAAAABTMJx1,LOD2_REFERENCE_690_5336,"690973.730,5336261.050,691012.380,5336298.850",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906986,DEBYvAAAAABTMJkN,LOD2_REFERENCE_690_5336,"690991.419,5336317.302,691010.140,5336341.621",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906987,DEBYvAAAAABTMJeO,LOD2_REFERENCE_690_5336,"691002.110,5336313.100,691018.610,5336338.140",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906988,DEBYvAAAAABTMJkY,LOD2_REFERENCE_690_5336,"691010.140,5336335.610,691023.550,5336355.390",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906989,DEBYvAAAAABTMJe9,LOD2_REFERENCE_690_5336,"690966.772,5336325.722,690988.240,5336351.652",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906990,DEBYvAAAAABTMJgi,LOD2_REFERENCE_690_5336,"690974.910,5336346.100,690996.420,5336369.250",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906991,DEBYvAAAAABTMJgn,LOD2_REFERENCE_690_5336,"691001.700,5336338.140,691016.940,5336358.640",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906997,DEBYvAAAAABTMfd5,LOD2_REFERENCE_690_5336,"690946.557,5336353.498,690963.169,5336374.162",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
DEBY_LOD2_4906998,DEBYvAAAAABTMfbq,LOD2_REFERENCE_690_5336,"690929.600,5336337.440,690956.570,5336357.590",true,937_INCLUDED_25_EXCLUDED_AGGREGATE_ONLY,UNKNOWN,true,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,true,UNKNOWN,UNKNOWN,MISSING,false,UNKNOWN,UNKNOWN,IMAGE_BUILDING_COVERAGE_JOIN_MISSING;C1_REGISTERED_FULL_COVERAGE_UNKNOWN;C1_CLASS_2_6_DERIVATIVE_MISSING;C1_VERTICAL_DATUM_UNKNOWN;C2_REGISTERED_FULL_COVERAGE_UNKNOWN;C2_EXACT_937_BASE_MISMATCH;C2_CLASS_2_6_DERIVATIVE_MISSING;C3_SPARSE_CONVERSION_REPLAY_PARTIAL;C4_REGISTRATION_NOT_VERIFIED;C4_PRIOR_INTERFACE_NOT_FROZEN;C5_INDEPENDENT_LOD1_MISSING;GRAVITY_TERRAIN_MVS_ESTIMATE_MISSING;R_DERIVED_COMMON_REPLAY_MISSING;STAGE3_TOOLCHAIN_NOT_REPLAYABLE,false
