aprime_order,building_id,target_role,selection_order,image_name,width,height,mask_pixels_n,mask_pixel_fraction,photo_equals_M_j,outer_edge_masked_pixels_n,pose_sha256
5,DEBY_LOD2_4907510,dim_failure,28,DJI_20241217102012_0005_D.JPG,1400,1013,3256,0.002295868002,true,5858,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,29,DJI_20241217102044_0021_D.JPG,1400,1013,3104,0.002188689889,true,5324,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
5,DEBY_LOD2_4907510,dim_failure,30,DJI_20241217101831_0033_D.JPG,1400,1013,2152,0.001517416443,true,3821,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,1,DJI_20241217090823_0014_D.JPG,1400,1013,4952,0.003491750106,true,10740,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,2,DJI_20241217102529_0017_D.JPG,1400,1013,68,0.000047948103,true,270,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,3,DJI_20241217084815_0171_D.JPG,1400,1013,5952,0.004196869271,true,12024,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,4,DJI_20241217084813_0170_D.JPG,1400,1013,5861,0.004132703427,true,12050,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,5,DJI_20241217090821_0013_D.JPG,1400,1013,4151,0.002926949654,true,9426,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,6,DJI_20241217102531_0018_D.JPG,1400,1013,38,0.000026794528,true,157,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,7,DJI_20241217084817_0172_D.JPG,1400,1013,5904,0.004163023551,true,12191,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,8,DJI_20241217090825_0015_D.JPG,1400,1013,4383,0.003090537301,true,8799,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,9,DJI_20241217095127_0070_D.JPG,1400,1013,39,0.000027499647,true,122,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,10,DJI_20241217084819_0173_D.JPG,1400,1013,5527,0.003897193626,true,10981,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,11,DJI_20241217090827_0016_D.JPG,1400,1013,3357,0.002367085037,true,7487,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,12,DJI_20241217095139_0076_D.JPG,1400,1013,10,0.000007051192,true,144,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,13,DJI_20241217084821_0174_D.JPG,1400,1013,4981,0.003512198562,true,10179,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,14,DJI_20241217090829_0017_D.JPG,1400,1013,2660,0.001875616979,true,5470,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,15,DJI_20241217095125_0069_D.JPG,1400,1013,34,0.000023974052,true,101,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,16,DJI_20241217084823_0175_D.JPG,1400,1013,4774,0.003366238894,true,9525,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,17,DJI_20241217101327_0016_D.JPG,1400,1013,39,0.000027499647,true,232,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,18,DJI_20241217095039_0046_D.JPG,1400,1013,8,0.000005640953,true,124,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,19,DJI_20241217084825_0176_D.JPG,1400,1013,2728,0.001923565082,true,5956,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,20,DJI_20241217101323_0014_D.JPG,1400,1013,37,0.000026089409,true,274,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,21,DJI_20241217095029_0041_D.JPG,1400,1013,23,0.000016217741,true,117,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,22,DJI_20241217101530_0002_D.JPG,1400,1013,81,0.000057114652,true,259,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,23,DJI_20241217101307_0006_D.JPG,1400,1013,44,0.000031025243,true,262,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,24,DJI_20241217095057_0055_D.JPG,1400,1013,22,0.000015512622,true,119,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,25,DJI_20241217101542_0008_D.JPG,1400,1013,68,0.000047948103,true,323,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,26,DJI_20241217101317_0011_D.JPG,1400,1013,39,0.000027499647,true,272,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,27,DJI_20241217095055_0054_D.JPG,1400,1013,14,0.000009871668,true,111,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,28,DJI_20241217101341_0023_D.JPG,1400,1013,66,0.000046537865,true,342,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,29,DJI_20241217101315_0010_D.JPG,1400,1013,47,0.000033140601,true,265,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
6,DEBY_LOD2_4908050,dim_failure,30,DJI_20241217095123_0068_D.JPG,1400,1013,35,0.000024679171,true,102,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,1,DJI_20241217084825_0176_D.JPG,1400,1013,1175,0.000828515019,true,2673,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,3,DJI_20241217084835_0181_D.JPG,1400,1013,1189,0.000838386687,true,2568,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,4,DJI_20241217084829_0178_D.JPG,1400,1013,1289,0.000908898604,true,2541,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,5,DJI_20241217084823_0175_D.JPG,1400,1013,800,0.000564095332,true,1765,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,7,DJI_20241217102935_0013_D.JPG,1400,1013,295,0.000208010154,true,759,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,8,DJI_20241217084827_0177_D.JPG,1400,1013,1250,0.000881398956,true,2569,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,9,DJI_20241217084821_0174_D.JPG,1400,1013,627,0.000442109717,true,1295,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,11,DJI_20241217102933_0012_D.JPG,1400,1013,293,0.000206599915,true,839,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,12,DJI_20241217084831_0179_D.JPG,1400,1013,1331,0.000938513609,true,2467,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,13,DJI_20241217084819_0173_D.JPG,1400,1013,215,0.000151600621,true,515,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,15,DJI_20241217102937_0014_D.JPG,1400,1013,256,0.000180510506,true,734,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,16,DJI_20241217084833_0180_D.JPG,1400,1013,1243,0.000876463122,true,2550,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,18,DJI_20241217084837_0182_D.JPG,1400,1013,805,0.000567620928,true,1847,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,19,DJI_20241217102939_0015_D.JPG,1400,1013,226,0.000159356931,true,694,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,21,DJI_20241217102529_0017_D.JPG,1400,1013,15,0.000010576787,true,83,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,22,DJI_20241217101453_0037_D.JPG,1400,1013,12,0.000008461430,true,80,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,24,DJI_20241217084839_0183_D.JPG,1400,1013,166,0.000117049781,true,770,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,25,DJI_20241217101530_0002_D.JPG,1400,1013,2,0.000001410238,true,49,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,28,DJI_20241217101341_0023_D.JPG,1400,1013,11,0.000007756311,true,53,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
7,DEBY_LOD2_4908166,dim_failure,30,DJI_20241217102531_0018_D.JPG,1400,1013,5,0.000003525596,true,60,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,1,DJI_20241217095531_0048_D.JPG,1400,1013,5208,0.003672260612,true,8819,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,2,DJI_20241217095441_0023_D.JPG,1400,1013,1150,0.000810887040,true,2126,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,3,DJI_20241217102653_0002_D.JPG,1400,1013,308,0.000217176703,true,708,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,4,DJI_20241217084855_0191_D.JPG,1400,1013,1389,0.000979410520,true,3134,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,5,DJI_20241217095533_0049_D.JPG,1400,1013,6126,0.004319560006,true,11112,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,6,DJI_20241217102659_0005_D.JPG,1400,1013,301,0.000212240869,true,563,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,7,DJI_20241217102717_0014_D.JPG,1400,1013,424,0.000298970526,true,789,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,8,DJI_20241217084853_0190_D.JPG,1400,1013,1433,0.001010435764,true,3169,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,9,DJI_20241217102655_0003_D.JPG,1400,1013,312,0.000219997180,true,688,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,10,DJI_20241217102727_0019_D.JPG,1400,1013,450,0.000317303624,true,827,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,11,DJI_20241217102927_0009_D.JPG,1400,1013,460,0.000324354816,true,883,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,12,DJI_20241217102703_0007_D.JPG,1400,1013,260,0.000183330983,true,573,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,13,DJI_20241217102711_0011_D.JPG,1400,1013,472,0.000332816246,true,727,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,14,DJI_20241217102929_0010_D.JPG,1400,1013,401,0.000282752785,true,906,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,15,DJI_20241217102531_0018_D.JPG,1400,1013,272,0.000191792413,true,623,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,16,DJI_20241217102719_0015_D.JPG,1400,1013,372,0.000262304329,true,622,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,17,DJI_20241217102925_0008_D.JPG,1400,1013,413,0.000291214215,true,733,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,18,DJI_20241217102701_0006_D.JPG,1400,1013,239,0.000168523480,true,550,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,19,DJI_20241217102731_0021_D.JPG,1400,1013,318,0.000224227895,true,707,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,20,DJI_20241217102733_0022_D.JPG,1400,1013,439,0.000309547313,true,746,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,21,DJI_20241217102525_0015_D.JPG,1400,1013,192,0.000135382880,true,403,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,22,DJI_20241217102713_0012_D.JPG,1400,1013,299,0.000210830630,true,627,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,23,DJI_20241217102741_0026_D.JPG,1400,1013,339,0.000239035397,true,745,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,24,DJI_20241217102529_0017_D.JPG,1400,1013,138,0.000097306445,true,383,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,25,DJI_20241217102729_0020_D.JPG,1400,1013,384,0.000270765759,true,615,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,26,DJI_20241217102913_0002_D.JPG,1400,1013,306,0.000215766465,true,612,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,27,DJI_20241217102527_0016_D.JPG,1400,1013,161,0.000113524186,true,351,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,28,DJI_20241217102705_0008_D.JPG,1400,1013,286,0.000201664081,true,563,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,29,DJI_20241217102915_0003_D.JPG,1400,1013,300,0.000211535750,true,615,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
8,DEBY_LOD2_4908176,dim_failure,30,DJI_20241217095139_0076_D.JPG,1400,1013,134,0.000094485968,true,347,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,1,DJI_20241217102935_0013_D.JPG,1400,1013,3694,0.002604710196,true,6128,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,2,DJI_20241217090851_0028_D.JPG,1400,1013,801,0.000564800451,true,1767,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,3,DJI_20241217103009_0030_D.JPG,1400,1013,3628,0.002558172331,true,6805,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,4,DJI_20241217103011_0031_D.JPG,1400,1013,3392,0.002391764208,true,6421,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,5,DJI_20241217103019_0035_D.JPG,1400,1013,3168,0.002233817515,true,5829,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,6,DJI_20241217102531_0018_D.JPG,1400,1013,51,0.000035961077,true,184,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,7,DJI_20241217084725_0146_D.JPG,1400,1013,905,0.000638132844,true,1775,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,8,DJI_20241217084729_0148_D.JPG,1400,1013,770,0.000542941757,true,1912,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,9,DJI_20241217084733_0150_D.JPG,1400,1013,834,0.000588069384,true,1889,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,10,DJI_20241217100106_0039_D.JPG,1400,1013,174,0.000122690735,true,381,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,11,DJI_20241217095823_0016_D.JPG,1400,1013,756,0.000533070089,true,1651,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,12,DJI_20241217095631_0078_D.JPG,1400,1013,505,0.000356085178,true,1438,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,13,DJI_20241217103031_0041_D.JPG,1400,1013,3566,0.002514454943,true,6628,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,14,DJI_20241217095103_0058_D.JPG,1400,1013,15,0.000010576787,true,99,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,15,DJI_20241217084723_0145_D.JPG,1400,1013,847,0.000597235933,true,1801,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,16,DJI_20241217102933_0012_D.JPG,1400,1013,3517,0.002479904104,true,5836,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,17,DJI_20241217102941_0016_D.JPG,1400,1013,3669,0.002587082217,true,6034,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,18,DJI_20241217100110_0041_D.JPG,1400,1013,131,0.000092370611,true,409,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,19,DJI_20241217095827_0018_D.JPG,1400,1013,777,0.000547877591,true,1588,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,20,DJI_20241217103013_0032_D.JPG,1400,1013,3087,0.002176702863,true,5888,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,21,DJI_20241217084843_0185_D.JPG,1400,1013,719,0.000506980680,true,1942,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,22,DJI_20241217095139_0076_D.JPG,1400,1013,25,0.000017627979,true,69,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,23,DJI_20241217084721_0144_D.JPG,1400,1013,805,0.000567620928,true,1833,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,24,DJI_20241217101453_0037_D.JPG,1400,1013,41,0.000028909886,true,143,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,25,DJI_20241217084731_0149_D.JPG,1400,1013,726,0.000511916514,true,1948,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,26,DJI_20241217100259_0004_D.JPG,1400,1013,168,0.000118460020,true,331,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,27,DJI_20241217095829_0019_D.JPG,1400,1013,837,0.000590184741,true,1770,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,28,DJI_20241217103015_0033_D.JPG,1400,1013,3178,0.002240868707,true,5604,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,29,DJI_20241217084847_0187_D.JPG,1400,1013,766,0.000540121280,true,1943,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
9,DEBY_LOD2_4908023,textured_control,30,DJI_20241217095127_0070_D.JPG,1400,1013,11,0.000007756311,true,77,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
