view_stem,region_id,building_id,source_component_id,source_component_pixel_count,pre_split_overlap_count,pre_split_oracle_instance_count,pre_cut_pair_pixel_count,post_cut_fragment_pixel_count,fragment_index,post_split_fragment_min_pixels,plane_loss_min_valid_pixels,address_source,address_geoid_m,address_shift_z_m,lod2_depth_or_height_loss_input,footprint_buffer_m,footprint_buffer_role,cutline_half_width_px,source_component_min_pixels,cache_path
DJI_20241217095125_0069_D,2,DEBY_LOD2_4907185,2,287367,15,5,559,406,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095125_0069_D.npz
DJI_20241217095125_0069_D,3,DEBY_LOD2_4907186,2,287367,15,5,291,291,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095125_0069_D.npz
DJI_20241217095125_0069_D,4,DEBY_LOD2_4907198,2,287367,15,5,455,205,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095125_0069_D.npz
DJI_20241217095125_0069_D,5,DEBY_LOD2_60098,2,287367,15,5,2348,2029,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095125_0069_D.npz
DJI_20241217095127_0070_D,1,DEBY_LOD2_4907184,1,292425,15,4,6312,6120,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095127_0070_D.npz
DJI_20241217095127_0070_D,2,DEBY_LOD2_4907185,1,292425,15,4,641,529,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095127_0070_D.npz
DJI_20241217095127_0070_D,3,DEBY_LOD2_4907198,1,292425,15,4,387,175,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095127_0070_D.npz
DJI_20241217095127_0070_D,4,DEBY_LOD2_60098,1,292425,15,4,2579,2359,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095127_0070_D.npz
DJI_20241217095139_0076_D,1,DEBY_LOD2_4907184,1,90431,16,7,5597,5508,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,2,DEBY_LOD2_4907185,1,90431,16,7,498,419,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,3,DEBY_LOD2_4907186,1,90431,16,7,4494,3801,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,4,DEBY_LOD2_4907188,1,90431,16,7,110,31,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,5,DEBY_LOD2_4907195,1,90431,16,7,1414,1414,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,6,DEBY_LOD2_4907198,1,90431,16,7,6231,3096,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,7,DEBY_LOD2_4907198,1,90431,16,7,6231,2087,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095139_0076_D,8,DEBY_LOD2_60098,1,90431,16,7,3786,3214,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz
DJI_20241217095141_0077_D,1,DEBY_LOD2_4907184,3,97674,16,9,4096,4013,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,2,DEBY_LOD2_4907185,3,97674,16,9,370,307,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,3,DEBY_LOD2_4907186,3,97674,16,9,3408,2806,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,4,DEBY_LOD2_4907194,3,97674,16,9,277,50,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,5,DEBY_LOD2_4907195,3,97674,16,9,3635,3295,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,6,DEBY_LOD2_4907195,3,97674,16,9,3635,1,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,7,DEBY_LOD2_4907198,3,97674,16,9,5613,2883,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,8,DEBY_LOD2_4907198,3,97674,16,9,5613,1753,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,9,DEBY_LOD2_4907199,3,97674,16,9,60,38,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,10,DEBY_LOD2_4907199,3,97674,16,9,60,1,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,11,DEBY_LOD2_4907199,3,97674,16,9,60,1,3,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,12,DEBY_LOD2_4907199,3,97674,16,9,60,1,4,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,13,DEBY_LOD2_4907199,3,97674,16,9,60,1,5,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,14,DEBY_LOD2_4907199,3,97674,16,9,60,1,6,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,15,DEBY_LOD2_4907199,3,97674,16,9,60,1,7,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,16,DEBY_LOD2_4907199,3,97674,16,9,60,1,8,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,17,DEBY_LOD2_4907199,3,97674,16,9,60,1,9,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,18,DEBY_LOD2_4907199,3,97674,16,9,60,1,10,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,19,DEBY_LOD2_4907199,3,97674,16,9,60,1,11,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,20,DEBY_LOD2_4907199,3,97674,16,9,60,2,12,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,21,DEBY_LOD2_4907199,3,97674,16,9,60,1,13,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,22,DEBY_LOD2_4907199,3,97674,16,9,60,1,14,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,23,DEBY_LOD2_4907199,3,97674,16,9,60,1,15,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,24,DEBY_LOD2_4907199,3,97674,16,9,60,1,16,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,25,DEBY_LOD2_4907199,3,97674,16,9,60,1,17,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,26,DEBY_LOD2_4907199,3,97674,16,9,60,5,18,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095141_0077_D,27,DEBY_LOD2_60098,3,97674,16,9,3074,2506,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz
DJI_20241217095143_0078_D,1,DEBY_LOD2_4907184,4,101463,16,9,4006,3923,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,2,DEBY_LOD2_4907184,4,101463,16,9,4006,3,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,3,DEBY_LOD2_4907185,4,101463,16,9,370,298,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,4,DEBY_LOD2_4907186,4,101463,16,9,3358,2775,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,5,DEBY_LOD2_4907194,4,101463,16,9,718,465,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,6,DEBY_LOD2_4907195,4,101463,16,9,3657,3291,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,7,DEBY_LOD2_4907195,4,101463,16,9,3657,26,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,8,DEBY_LOD2_4907198,4,101463,16,9,5671,2859,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,9,DEBY_LOD2_4907198,4,101463,16,9,5671,1826,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,10,DEBY_LOD2_4907199,4,101463,16,9,647,36,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,11,DEBY_LOD2_4907199,4,101463,16,9,647,611,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095143_0078_D,12,DEBY_LOD2_60098,4,101463,16,9,3141,2555,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz
DJI_20241217095145_0079_D,1,DEBY_LOD2_4907184,5,101120,16,9,3968,3886,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,2,DEBY_LOD2_4907184,5,101120,16,9,3968,4,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,3,DEBY_LOD2_4907185,5,101120,16,9,372,309,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,4,DEBY_LOD2_4907186,5,101120,16,9,3362,2778,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,5,DEBY_LOD2_4907194,5,101120,16,9,651,398,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,6,DEBY_LOD2_4907195,5,101120,16,9,3659,3302,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,7,DEBY_LOD2_4907195,5,101120,16,9,3659,24,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,8,DEBY_LOD2_4907198,5,101120,16,9,5660,2861,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,9,DEBY_LOD2_4907198,5,101120,16,9,5660,1811,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,10,DEBY_LOD2_4907199,5,101120,16,9,612,34,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,11,DEBY_LOD2_4907199,5,101120,16,9,612,578,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095145_0079_D,12,DEBY_LOD2_60098,5,101120,16,9,3140,2548,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz
DJI_20241217095147_0080_D,1,DEBY_LOD2_4907184,2,100914,16,9,3998,3916,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,2,DEBY_LOD2_4907185,2,100914,16,9,411,340,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,3,DEBY_LOD2_4907186,2,100914,16,9,3367,2750,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,4,DEBY_LOD2_4907194,2,100914,16,9,613,360,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,5,DEBY_LOD2_4907195,2,100914,16,9,3662,3339,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,6,DEBY_LOD2_4907195,2,100914,16,9,3662,25,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,7,DEBY_LOD2_4907198,2,100914,16,9,5672,2872,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,8,DEBY_LOD2_4907198,2,100914,16,9,5672,1818,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,9,DEBY_LOD2_4907199,2,100914,16,9,603,31,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,10,DEBY_LOD2_4907199,2,100914,16,9,603,572,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095147_0080_D,11,DEBY_LOD2_60098,2,100914,16,9,3134,2535,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz
DJI_20241217095149_0081_D,1,DEBY_LOD2_4907184,2,101001,16,9,3976,3905,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,2,DEBY_LOD2_4907185,2,101001,16,9,383,318,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,3,DEBY_LOD2_4907186,2,101001,16,9,3403,2832,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,4,DEBY_LOD2_4907194,2,101001,16,9,589,335,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,5,DEBY_LOD2_4907195,2,101001,16,9,3727,3397,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,6,DEBY_LOD2_4907195,2,101001,16,9,3727,22,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,7,DEBY_LOD2_4907198,2,101001,16,9,5683,2852,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,8,DEBY_LOD2_4907198,2,101001,16,9,5683,1846,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,9,DEBY_LOD2_4907199,2,101001,16,9,607,581,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,10,DEBY_LOD2_4907199,2,101001,16,9,607,26,2,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095149_0081_D,11,DEBY_LOD2_60098,2,101001,16,9,3156,2552,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz
DJI_20241217095437_0021_D,1,DEBY_LOD2_4907202,2,14740,4,1,14740,14740,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095437_0021_D.npz
DJI_20241217095437_0021_D,2,DEBY_LOD2_4907202,3,15689,6,1,15689,15689,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095437_0021_D.npz
DJI_20241217095439_0022_D,1,DEBY_LOD2_4907202,2,12795,4,1,12795,12795,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095439_0022_D.npz
DJI_20241217095439_0022_D,2,DEBY_LOD2_4907202,3,66211,7,2,43790,43205,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095439_0022_D.npz
DJI_20241217095439_0022_D,3,DEBY_LOD2_4908178,3,66211,7,2,22421,21882,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095439_0022_D.npz
DJI_20241217095441_0023_D,1,DEBY_LOD2_4907202,4,11803,4,1,11803,11803,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095441_0023_D.npz
DJI_20241217095441_0023_D,2,DEBY_LOD2_4907202,5,220029,8,4,81698,78875,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095441_0023_D.npz
DJI_20241217095441_0023_D,3,DEBY_LOD2_4908178,5,220029,8,4,53465,52080,1,,64,actual_label_source_raycast_building_id_only,48.0,556.0,False,20.0,pre-adjudication overlap audit only,7,256,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095441_0023_D.npz
