view_stem,image_name,height_px,width_px,source_components_total,source_components_eligible_ge256,source_components_excluded_lt256,source_roof_pixels,eligible_source_pixels,unassigned_eligible_pixels_outside_c00118_or_missing_id,oracle_owner_pixels_before_cut,cutline_pixels,regions_after_cut,region_pixels_after_cut,address_mode,address_datum_geoid_m,address_datum_shift_z_m,actual_source_class_agreement,actual_source_roof_iou,actual_source_class_mismatch_pixels,fixed_clean_class_mask_is_authoritative,lod2_depth_or_height_loss_input,cache_path,cache_sha256,semantic_mask_path,semantic_mask_sha256,status
DJI_20241217095027_0040_D,DJI_20241217095027_0040_D.JPG,499,349,1,1,0,92040,92040,92040,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095027_0040_D.npz,6fa9926feaf0d668ca2024e687b6ec5a618452c637318f5f2848554e4d0be357,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095027_0040_D.png,cf536e5bcc715c9b8abe9ff4ba1e09e628b37d6a4f6cb681edc201a272368e08,ok
DJI_20241217095029_0041_D,DJI_20241217095029_0041_D.JPG,865,394,11,7,4,130743,130731,126686,4045,0,1,4045,oracle_class_plus_raycast_building_id,48.0,556.0,0.9896305859569848,0.9729698721920103,3534,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095029_0041_D.npz,786352293525170abc5b5292780071c0f2255ee02c40d010c3981f5720ddb691,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095029_0041_D.png,97fa81983d6ff27363d031c77393a63b90acaf473150dae46d2efd73466bfc1d,ok
DJI_20241217095039_0046_D,DJI_20241217095039_0046_D.JPG,812,607,18,7,11,229216,228646,224496,4150,386,3,3764,oracle_class_plus_raycast_building_id,48.0,556.0,0.9912616355978283,0.981209863185816,4307,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095039_0046_D.npz,26fbd5e8f426c957b5c6c0f0d17c786f1dc7b853ec947d9247ff702f25271f99,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095039_0046_D.png,dcf94dc9b1c2c75355abfdf8b0be7a267bd7c210268693ec8e4069f5d036f0a8,ok
DJI_20241217095041_0047_D,DJI_20241217095041_0047_D.JPG,370,602,2,2,0,51548,51548,51548,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095041_0047_D.npz,3991e9b1c73251978d7f80f5fbcb682a7882230a1d009a40a2c3a6b20b8b5dbb,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095041_0047_D.png,fdfc982d69e096c1b390e728bc256782d5eb7d0f33a630611018c094aacaf8dc,ok
DJI_20241217095051_0052_D,DJI_20241217095051_0052_D.JPG,1013,614,15,6,9,242637,241921,237315,4606,527,3,4079,oracle_class_plus_raycast_building_id,48.0,556.0,0.9937393686634018,0.9839513347098753,3894,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095051_0052_D.npz,a5cd5088744c04510cee877a1122681d17530fae398211ce2d15673962195f39,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095051_0052_D.png,07b3859300c3e386d184bdf3f3e33540fab090b7fca9d7fb1c0ed6a52126a0ce,ok
DJI_20241217095053_0053_D,DJI_20241217095053_0053_D.JPG,833,616,22,6,16,241833,241233,236360,4873,595,3,4278,oracle_class_plus_raycast_building_id,48.0,556.0,0.9926158775198392,0.984332163104291,3789,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095053_0053_D.npz,07880769a062c6510bf23aa7b9f2f264185daa368b32bfeed9fe7aefe32aaefd,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095053_0053_D.png,8dff66b2c40fb7a2f41b7882021be945ed6a45013340ee48c642b0baa1f1891b,ok
DJI_20241217095055_0054_D,DJI_20241217095055_0054_D.JPG,1013,636,23,7,16,249370,248712,243882,4830,518,3,4312,oracle_class_plus_raycast_building_id,48.0,556.0,0.9936998267801598,0.9837229819144243,4059,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095055_0054_D.npz,9766c409bab91a35b93e296d4750cba2e607f90730657192446cf87139163897,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095055_0054_D.png,7c682c74d554ea6d8095118e417e743f46f4030d47e60835f89a8bd2b931f41f,ok
DJI_20241217095057_0055_D,DJI_20241217095057_0055_D.JPG,902,586,16,7,9,227193,226706,222376,4330,451,2,3879,oracle_class_plus_raycast_building_id,48.0,556.0,0.9919235222448408,0.981209808400787,4269,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095057_0055_D.npz,b7dcdaf1241d6b9c6e807683c506a14a3f11996edad9dc3d03b3891f055f0276,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095057_0055_D.png,9f6ddefc8dfa1bbedee7327247c5a90db03d04d6d7315ce95e2e34ff1f660447,ok
DJI_20241217095103_0058_D,DJI_20241217095103_0058_D.JPG,690,470,7,2,5,153450,153345,153314,31,0,1,31,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095103_0058_D.npz,0aeaa02101aba49846b3f58463cd0531c48ec2ccdc297969f84275c2141fed6c,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095103_0058_D.png,daa304e19ade435665372bb68382d2f271731b1d76c9a681d9e9209916953958,ok
DJI_20241217095121_0067_D,DJI_20241217095121_0067_D.JPG,742,695,13,6,7,210955,210726,204445,6281,586,4,5695,oracle_class_plus_raycast_building_id,48.0,556.0,0.9917877019139405,0.9799246284752673,4235,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095121_0067_D.npz,9fbf3e661ae1bce1f85f47638a3678dee94ad37ecd153e447f677bd761b69d56,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095121_0067_D.png,2b3b4f1092fadf9f2b61d1519095a626a0baf8bc2b39f12dd57fb8fb9f5abf55,ok
DJI_20241217095123_0068_D,DJI_20241217095123_0068_D.JPG,980,735,14,6,8,286585,286280,278735,7545,729,5,6816,oracle_class_plus_raycast_building_id,48.0,556.0,0.9934083020963488,0.9834324894882844,4748,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095123_0068_D.npz,8e8f488932a0dbbd444452371363612c416a8c3576a7848b03a4060e13910cb9,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095123_0068_D.png,b34b8366d2964ead8065034697c9a15a83740b95beb614c360f498b286e939e1,ok
DJI_20241217095125_0069_D,DJI_20241217095125_0069_D.JPG,884,765,18,6,12,298771,298463,289756,8707,913,5,7794,oracle_class_plus_raycast_building_id,48.0,556.0,0.9923771922041819,0.9827459827091652,5155,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095125_0069_D.npz,580ecb08288495be4e64ea406a6ac380e17baa2069330b2a435b7c00a0b8becd,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095125_0069_D.png,609f085402ad8d966179f160b3c81442317212f056201dbbae01b34b95ddd945,ok
DJI_20241217095127_0070_D,DJI_20241217095127_0070_D.JPG,850,796,11,5,6,303560,303077,293158,9919,736,4,9183,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095127_0070_D.npz,61ffd53124eb01ad0b0781d89618fe769c9673becfd6f9bd434fdefe87a88cce,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095127_0070_D.png,1e27ca7673d5b027d2dad473e8ac1877ad08c0fd8073790e8801024464cd67dd,ok
DJI_20241217095129_0071_D,DJI_20241217095129_0071_D.JPG,707,837,2,2,0,246532,246532,246532,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095129_0071_D.npz,bd952fb4eced7adfee2d8a31e4e3fd0356720f0ac3153c9309e4c78a60cf71e5,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095129_0071_D.png,c4fc6b2fe2d358ece122fdd60975f2f852a9cc99c61d922f511a5dbff8f35355,ok
DJI_20241217095131_0072_D,DJI_20241217095131_0072_D.JPG,706,884,3,1,2,255574,255572,255572,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095131_0072_D.npz,aa0977ce9d48a4aebb69218de028a61534e613d55c6ab091b6b730b884f18903,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095131_0072_D.png,e5fffebe78322d7952b8e3d21b74a48a180b527702e1c7c472c8d31cb13ac4e4,ok
DJI_20241217095137_0075_D,DJI_20241217095137_0075_D.JPG,505,1011,1,1,0,95848,95848,95848,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095137_0075_D.npz,326d94c897137780b71d45601d44d7a2d464373c9237986afce27e9e172cb96b,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095137_0075_D.png,6a4c5a3cf93976bd732eb3d8fdf8b8a87c5c805d40bacd476f2b890a4e50f08c,ok
DJI_20241217095139_0076_D,DJI_20241217095139_0076_D.JPG,841,1102,14,7,7,329678,329226,307096,22130,2560,8,19570,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095139_0076_D.npz,3825eeb725e821cc3ad88b0e3025fd2d0128c91ca34883a54162899ef8e581a3,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095139_0076_D.png,e67611c5db0f5b7e6d42a4ad7fe19332c4b92649b2a1bbdd0a7888f521d43936,ok
DJI_20241217095141_0077_D,DJI_20241217095141_0077_D.JPG,1013,1136,29,8,21,314893,314105,293527,20578,2904,27,17674,oracle_class_plus_raycast_building_id,48.0,556.0,0.995237093836464,0.9825940875154417,5481,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095141_0077_D.npz,da2fccd27e46fe9b74dc8c756c7a49f213f0a2d31f9cfb3d09554da6eaf374fa,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095141_0077_D.png,073f74bbf490f18a2823195e71c7adad1721b3b99a5af72a99845ab70907e2db,ok
DJI_20241217095143_0078_D,DJI_20241217095143_0078_D.JPG,1013,1162,28,8,20,314125,313405,291811,21594,2926,12,18668,oracle_class_plus_raycast_building_id,48.0,556.0,0.9952740025112436,0.9822905458319273,5563,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095143_0078_D.npz,93ebc44eaa3883b91c1e9a2b7fc230c44495af3133c1479c6c6cbe9a3bb54419,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095143_0078_D.png,6a7bba92ce85b40c2eb2ce21332075dd3981dbbb715d65111cef71b2f4899093,ok
DJI_20241217095145_0079_D,DJI_20241217095145_0079_D.JPG,1013,1160,27,8,19,313603,312766,291314,21452,2919,12,18533,oracle_class_plus_raycast_building_id,48.0,556.0,0.9952871293869353,0.9823407301588314,5538,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095145_0079_D.npz,5a5f20979aeffbfed4440cebee31b4d631402b8edc23730a749cdf1ffec5d74e,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095145_0079_D.png,1d3e40414b75ef3b33d9f8da17ad679648dd26f88d83ff0dae8a010914a7aab4,ok
DJI_20241217095147_0080_D,DJI_20241217095147_0080_D.JPG,1013,1159,28,8,20,313053,312296,290813,21483,2925,11,18558,oracle_class_plus_raycast_building_id,48.0,556.0,0.995367385336612,0.9826259451275023,5439,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095147_0080_D.npz,f955ddfd3603e0a06822e89d758c8c932c901fd7b90630be58e9e9c21c76be50,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095147_0080_D.png,2855bae6184d1c3896e75542fb0e37c582f5b1bc913e5675f2593918b355babd,ok
DJI_20241217095149_0081_D,DJI_20241217095149_0081_D.JPG,1013,1159,25,7,18,313518,312613,291067,21546,2880,11,18666,oracle_class_plus_raycast_building_id,48.0,556.0,0.9952225895115014,0.9821094801574392,5609,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095149_0081_D.npz,7db6bef7a773242749ac327a70676b6fbc56352a8fb1b56e767bf06f4789d6aa,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095149_0081_D.png,6fb555657be7b5d49a3fc020cff6448fe076aecb58b11f5f2ec21564c3dbd2f5,ok
DJI_20241217095359_0002_D,DJI_20241217095359_0002_D.JPG,982,443,3,3,0,167627,167627,167627,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095359_0002_D.npz,a3c831fa39c7fc17250734e93c187d2366134849b5c616ece63462d811a975ff,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095359_0002_D.png,40889ca506ea44a97d30a5acebdd87876cb331c9fbd38cb7168965cce1f21aa9,ok
DJI_20241217095403_0004_D,DJI_20241217095403_0004_D.JPG,981,478,3,3,0,206436,206436,206436,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095403_0004_D.npz,ddd1afc832b5bb430875162260422aa4fe3b888e9e1f078c3d5d43e918e1c6bb,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095403_0004_D.png,73c762f51ff3229f1b34ebbd29f3f8444e834447ca678b2ea49bcb33b8cc5e08,ok
DJI_20241217095417_0011_D,DJI_20241217095417_0011_D.JPG,1013,749,2,2,0,480663,480663,480663,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095417_0011_D.npz,b617d53309f2220b0e962118a8e2c3bd4c978f41d3e0dc7a9505d32e81c8b794,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095417_0011_D.png,96ee1949cbe45a3d9e03800870ec2d03d7644badc300db6065eaedd684cef284,ok
DJI_20241217095419_0012_D,DJI_20241217095419_0012_D.JPG,1013,892,12,10,2,459874,459644,459644,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095419_0012_D.npz,9eb1e38e8f52dd43673dd84779d5931b19c349d223c877b30c7d40c2c5b8f71d,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095419_0012_D.png,14250c0f5f46d5e4237652a6a7eeb93935ce29f8993b5eacb4ba8641ea676613,ok
DJI_20241217095421_0013_D,DJI_20241217095421_0013_D.JPG,1013,1173,28,14,14,540644,540091,540091,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9999511886818335,0.9998927205332899,58,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095421_0013_D.npz,e24a04361239868111fe89bc95091bc395985c55e7d60ccd62ece6623d8c88c1,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095421_0013_D.png,fca65b3ea84860d9f1ca9e81b8933e6b7b7d66004818c45a53a4c7ae8c1f9cdb,ok
DJI_20241217095427_0016_D,DJI_20241217095427_0016_D.JPG,1013,1200,36,18,18,520338,519334,519334,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9988277393879565,0.997261395477555,1425,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095427_0016_D.npz,e0eba538ab700dc38f4cc3e57371a80f0f7fc79cb7acfe51340ff29fa8b27b13,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095427_0016_D.png,0ff17c49d44bb23aa8e4d18453ba8a3c349ad1c7f430f941e6e1c1281c88076e,ok
DJI_20241217095429_0017_D,DJI_20241217095429_0017_D.JPG,1013,1207,39,20,19,510983,509844,509844,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9987584761808176,0.997029255376402,1518,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095429_0017_D.npz,603a4b856c473bb5277349fb5016638fe054788fce61b1c57febb389574cdb5d,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095429_0017_D.png,effea1e3a814cabb4232485af30316fcab5bad92345e791d8cecf9816c4ff14f,ok
DJI_20241217095431_0018_D,DJI_20241217095431_0018_D.JPG,1013,1297,4,3,1,789732,789651,789651,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095431_0018_D.npz,04a408dbd30d682d5859387602c549f278696499375ebdc46b91f2d0d24aeb1e,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095431_0018_D.png,14de6b13edaebad3da197de95119226e70c7fc275cf932b0c1084cbd1308c5a5,ok
DJI_20241217095433_0019_D,DJI_20241217095433_0019_D.JPG,1013,1317,4,4,0,748449,748449,748449,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095433_0019_D.npz,6a553f53601a8e99f959d5e907a0cc3587b7a0787797cfd9d104caf53461718e,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095433_0019_D.png,27099dd9f9190f9b376dade6fa7532f092e617ca1d8684f248854c15ceaafbd5,ok
DJI_20241217095435_0020_D,DJI_20241217095435_0020_D.JPG,1013,1382,4,4,0,845100,845100,845100,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095435_0020_D.npz,2f2bc4bddba26cd7232e209c6934f5960657d4658ad71d86ea8480512b552122,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095435_0020_D.png,7d353c07ea4f162f8bae06511f0b0d3532e91b660d10f8e20e8ba69c0da785ad,ok
DJI_20241217095437_0021_D,DJI_20241217095437_0021_D.JPG,1013,1259,4,4,0,537609,537609,507180,30429,0,2,30429,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095437_0021_D.npz,7a337dbb0ce7aff6d2b251637370560f6b48d35603f6dcf89cfe2bf19295a3a7,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095437_0021_D.png,e04c1498623edfdb0eff7a551f99b818e96164d3d3eeff43250b4c2acebda03d,ok
DJI_20241217095439_0022_D,DJI_20241217095439_0022_D.JPG,1013,1400,5,5,0,720445,720445,641439,79006,1124,3,77882,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095439_0022_D.npz,b62b4c066128a3c623c9b434bda09ad19f31f19bf3251dc7f3a56a46786a8ee3,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095439_0022_D.png,4cd3825d33d9d2cf4f89ce96531566807dd871a687be13c0daae42c4cd31b0a9,ok
DJI_20241217095441_0023_D,DJI_20241217095441_0023_D.JPG,1013,1400,10,10,0,558072,558072,329325,228747,6076,7,222671,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095441_0023_D.npz,685762a1cc2752962224ce89bc44d1a7f216dcf926941421ecdf04de90c34707,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095441_0023_D.png,9e075656f3d9584306f0c0f53b5e1792b2bba2ff2cab1d392725e97c320154dc,ok
DJI_20241217095443_0024_D,DJI_20241217095443_0024_D.JPG,1013,1400,3,3,0,579566,579566,545442,34124,0,2,34124,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095443_0024_D.npz,7036475431688873f5ca5c66263dd503af2e4961d2af1cb006419d3ad4614620,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095443_0024_D.png,d786f139667e4a61c2022b1a9f2652bd6a0eadef039e69c96a4ce8aa8bb72304,ok
DJI_20241217095445_0025_D,DJI_20241217095445_0025_D.JPG,1013,1400,2,2,0,762672,762672,762672,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9999992948808348,0.9999986888220771,1,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095445_0025_D.npz,7004cbff6dddcd6448b9e1695f7722397b75b6577d27dc411041067704a4b772,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095445_0025_D.png,7193ca112ca3fb9e2d5df02872dfdf2a57a04e67b8492f9790a611f3e9c6eb54,ok
DJI_20241217095447_0026_D,DJI_20241217095447_0026_D.JPG,1013,1172,33,14,19,441015,439758,439758,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9984375473789542,0.9957937938618868,1855,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095447_0026_D.npz,e60f4eac525a59c8dae1feb9d44b7b1ce31eb483734fe596c3887d67611752a3,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095447_0026_D.png,a3d9f7b49e83348fb8cc3074a6ab1203ad0ff55441d36b97dd2e149b87b39832,ok
DJI_20241217095449_0027_D,DJI_20241217095449_0027_D.JPG,1013,1400,2,2,0,851890,851890,851890,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095449_0027_D.npz,13a9f59e7279cc3e0ed7192b433d5430ed0b969cfabb3a390f1467f1572decea,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095449_0027_D.png,7f3aee679a53b2f995fb7b96d3a899cf2099d065f16991ace325d8ea99b26b9a,ok
DJI_20241217095451_0028_D,DJI_20241217095451_0028_D.JPG,1013,1341,40,16,24,410589,409362,409362,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9989083009614754,0.9963881156095268,1483,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095451_0028_D.npz,a50872f005e4b4761fd516318328c77ca439fbd0dae95694a70c470a4f694e71,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095451_0028_D.png,a408802cd8b3eec13c847f8c64541dbd4f27fb7bb593dc114f18d91f70852ff9,ok
DJI_20241217095453_0029_D,DJI_20241217095453_0029_D.JPG,1013,1385,46,18,28,420317,418801,418801,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9989486851436737,0.9964907438909204,1475,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095453_0029_D.npz,7d9406d91ed5cae9c7609407a531df7eaf0bcee4a4b7ec59422a75084a181071,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095453_0029_D.png,206444c7fc19538f0d0f9e063331a0c19e967e280dc528a79d1dd1ccacf829ff,ok
DJI_20241217095455_0030_D,DJI_20241217095455_0030_D.JPG,1013,1387,45,15,30,407603,406144,406144,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9991096281861397,0.9969308371135639,1251,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095455_0030_D.npz,e9823a46979d0faf99aa76ae6f1d5ad31c6c6e7acadefa2b51c7413091ef8413,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095455_0030_D.png,50902a87955698594c7bb3a9474746f3bf6d909f2c66fe3870d8de392ce7100c,ok
DJI_20241217095457_0031_D,DJI_20241217095457_0031_D.JPG,1013,1400,38,14,24,404016,402432,402432,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,0.9990361021012552,0.9966164706348264,1367,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095457_0031_D.npz,331df8c39b4f97ac7cf674270c27f3312e20706bd29997992389def094e597e6,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095457_0031_D.png,7d8777d3f08f6b5b9d962873bdfc459f23755e6738e23f72c68968c8ffd630f4,ok
DJI_20241217095459_0032_D,DJI_20241217095459_0032_D.JPG,1013,1400,3,3,0,781400,781400,781400,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095459_0032_D.npz,e9f4fbc97ed742299cc26825fad90f32b7323aa67f872276609ddd82079b90c4,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095459_0032_D.png,f88bb4cd4a41961521ab3143febdd3e9fd97d554f7027b75faa8eb4a5696a972,ok
DJI_20241217095501_0033_D,DJI_20241217095501_0033_D.JPG,1013,1400,3,3,0,658631,658631,658631,0,0,0,0,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095501_0033_D.npz,fdfc64187e9bae11569844cfe086fc9a3845fb125e6c7de3fe9d824cccd93708,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095501_0033_D.png,f9c4994930c08ae9233cb4be29ba8b1a2573332183358c49d83f54312c1ef8f7,ok
DJI_20241217095503_0034_D,DJI_20241217095503_0034_D.JPG,1013,1400,4,4,0,719482,719482,709524,9958,0,3,9958,oracle_class_plus_raycast_building_id,48.0,556.0,1.0,1.0,0,True,False,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095503_0034_D.npz,c5d40c6ccc6050f3394adcf4d3ad4738b91d444ccdc06fde979b999fc923c16e,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095503_0034_D.png,9f7da0a1889c05a591ac14695c62b2b976540634275d87716a8b59990a0a4d7c,ok
