bid,source,stage3_algo_version,metric_version,status,metric_artifact_dir,readout_artifact_dir,failure_reason,n_faces,n_roof_faces,n_wall_faces,n_ground_faces,roof_cov,wall_cov,ground_cov,semantic_face_acc,face_planarity_mean,face_planarity_max,support_coverage,F,precision,recall,h_err,vol_ratio,hausdorff,chamfer,footprint_IoU,edge_ok,open_edges,nonmanifold_edges,roof_wall_adjacency_count,wall_ground_adjacency_count,shell_completeness,metric_status,coverage_threshold_m,support_distance_m,n_metric_sample,n_surface_sample,matching_logs,metric_policy,bid_int,support_cov,non_manifold_edges,roof_support_cov,wall_support_cov,ground_support_cov,field_replacement,diagnostic_evaluated,evidence_artifact_dir
B123,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B123,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B123,,55,26,28,1,0.167,0.647,0.9766666666666667,0.8443333333333334,1.5960433524099018e-15,8.070421285510229e-15,0.342,0.5965428132420729,0.6015,0.5916666666666667,0.29203150714080905,0.992215560786045,5.305519254153722,0.8348434343385214,1.0,True,0,0,28,28,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B123/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B123/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",123,0.342,0,0.299,0.621,0.144,FR0_E1_original,existing,
B123,E2_Mutual_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B123,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E2_Mutual_rendered/B123,,55,26,28,1,0.15,0.6403333333333333,0.947,0.8393333333333334,1.6675173224441727e-15,8.084313294052623e-15,0.3123333333333333,0.5762228645758057,0.591,0.5621666666666667,0.05493656572977912,0.7385642480606636,5.348908854212128,0.8631629411907014,1.0,True,0,0,28,28,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B123/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B123/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",123,0.3123333333333333,0,0.27,0.593,0.091,FR1_E2_original,existing,
B123,FR2_E1_xyz_E2_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR2_E1_xyz_E2_semantic_normal/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR2_E1_xyz_E2_semantic_normal/B123,,55,26,28,1,0.17966666666666667,0.6413333333333333,0.955,0.8445,1.6380742928315054e-15,7.950073109640861e-15,0.3463333333333334,0.5829569815635272,0.5916666666666667,0.5745,0.10749390507066181,1.0232066237596253,5.311592421229462,0.8287207712254252,1.0,True,0,0,28,28,CLOSED,,,,,,,,123,0.3463333333333334,0,0.31,0.621,0.134,FR2_E1_xyz_E2_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR2_E1_xyz_E2_semantic_normal/B123
B123,FR3_E2_xyz_E1_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR3_E2_xyz_E1_semantic_normal/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR3_E2_xyz_E1_semantic_normal/B123,,55,26,28,1,0.151,0.644,0.9766666666666667,0.8385,1.6272619270095916e-15,7.703229240850039e-15,0.3143333333333333,0.5871954218690882,0.5963333333333334,0.5783333333333334,0.2349991938352609,0.9455501819141711,5.344110170632766,0.8498933858227066,1.0,True,0,0,28,28,CLOSED,,,,,,,,123,0.3143333333333333,0,0.283,0.631,0.084,FR3_E2_xyz_E1_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR3_E2_xyz_E1_semantic_normal/B123
B123,FR4_E2_with_E1_ground_y_distribution,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR4_E2_with_E1_ground_y_distribution/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR4_E2_with_E1_ground_y_distribution/B123,,55,26,28,1,0.15,0.648,0.9753333333333334,0.8428333333333333,1.657528161891951e-15,8.061095412103377e-15,0.31466666666666665,0.5938288920056101,0.6083333333333333,0.58,0.20950108167631498,0.7258469196105507,5.348908854212128,0.8483564290607215,1.0,True,0,0,28,28,CLOSED,,,,,,,,123,0.31466666666666665,0,0.272,0.613,0.088,FR4_E2_with_E1_ground_y_distribution,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR4_E2_with_E1_ground_y_distribution/B123
B123,FR5_E2_clipped_ground_y_quantiles,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR5_E2_clipped_ground_y_quantiles/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR5_E2_clipped_ground_y_quantiles/B123,,55,26,28,1,0.15,0.6436666666666667,0.8793333333333333,0.8385,1.6496986179203404e-15,8.098176861125858e-15,0.319,0.5517318337359098,0.5641666666666667,0.5398333333333334,0.0551405344079825,0.7476212209933911,5.348908854212128,0.8778664293468826,1.0,True,0,0,28,28,CLOSED,,,,,,,,123,0.319,0,0.272,0.597,0.103,FR5_E2_clipped_ground_y_quantiles,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR5_E2_clipped_ground_y_quantiles/B123
B123,FR6_E1_with_E2_semantic_entropy_confidence,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR6_E1_with_E2_semantic_entropy_confidence/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR6_E1_with_E2_semantic_entropy_confidence/B123,,55,26,28,1,0.167,0.647,0.9766666666666667,0.8443333333333334,1.5960433524099018e-15,8.070421285510229e-15,0.342,0.5965428132420729,0.6015,0.5916666666666667,0.29203150714080905,0.992215560786045,5.305519254153722,0.8348434343385214,1.0,True,0,0,28,28,CLOSED,,,,,,,,123,0.342,0,0.292,0.633,0.14,FR6_E1_with_E2_semantic_entropy_confidence,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR6_E1_with_E2_semantic_entropy_confidence/B123
B123,FR7_E2_with_E1_support_weight_calibration,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR7_E2_with_E1_support_weight_calibration/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR7_E2_with_E1_support_weight_calibration/B123,,55,26,28,1,0.15,0.6403333333333333,0.947,0.8393333333333334,1.6675173224441727e-15,8.084313294052623e-15,0.3123333333333333,0.5762228645758057,0.591,0.5621666666666667,0.05493656572977912,0.7385642480606636,5.348908854212128,0.8631629411907014,1.0,True,0,0,28,28,CLOSED,,,,,,,,123,0.3123333333333333,0,0.272,0.606,0.089,FR7_E2_with_E1_support_weight_calibration,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR7_E2_with_E1_support_weight_calibration/B123
B126,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B126,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B126,,49,23,25,1,0.14133333333333334,0.6223333333333333,0.99,0.7446666666666667,2.6912456319565558e-15,1.0875005912170445e-14,0.23500000000000001,0.5614468652734549,0.5835,0.541,1.233671258914974,0.2767196310685855,5.4164174580267215,1.0299905522465689,1.0,True,0,0,25,25,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B126/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B126/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",126,0.23500000000000001,0,0.199,0.453,0.038,FR0_E1_original,existing,
B126,E2_Mutual_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B126,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E2_Mutual_rendered/B126,,49,23,25,1,0.15566666666666668,0.6223333333333333,0.9623333333333334,0.7408333333333333,2.7718512548658097e-15,1.0317195741328054e-14,0.24666666666666667,0.5403327171903882,0.56,0.522,1.1424515213034923,0.48903272092103717,5.416819502782191,1.0381567046756128,1.0,True,0,0,25,25,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B126/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B126/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",126,0.24666666666666667,0,0.225,0.461,0.047,FR1_E2_original,existing,
B126,FR2_E1_xyz_E2_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR2_E1_xyz_E2_semantic_normal/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR2_E1_xyz_E2_semantic_normal/B126,,49,23,25,1,0.156,0.6213333333333333,0.8306666666666667,0.7411666666666666,2.704852019909663e-15,1.0875005912170445e-14,0.23233333333333336,0.5013905584149648,0.5181666666666667,0.4856666666666667,0.9484551659712466,0.2773337832731358,5.4164174580267215,1.0536312796663467,1.0,True,0,0,25,25,CLOSED,,,,,,,,126,0.23233333333333336,0,0.234,0.458,0.043,FR2_E1_xyz_E2_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR2_E1_xyz_E2_semantic_normal/B126
B126,FR3_E2_xyz_E1_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR3_E2_xyz_E1_semantic_normal/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR3_E2_xyz_E1_semantic_normal/B126,,49,23,25,1,0.162,0.622,0.933,0.7431666666666666,2.7459416387845577e-15,1.0893990725891534e-14,0.25,0.528731968503937,0.5443333333333333,0.514,1.1045553038305584,0.3431427431184331,5.403294515635198,1.0407182259962167,1.0,True,0,0,25,25,CLOSED,,,,,,,,126,0.25,0,0.229,0.474,0.045,FR3_E2_xyz_E1_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR3_E2_xyz_E1_semantic_normal/B126
B126,FR4_E2_with_E1_ground_y_distribution,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR4_E2_with_E1_ground_y_distribution/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR4_E2_with_E1_ground_y_distribution/B126,,49,23,25,1,0.15566666666666668,0.6263333333333333,0.9893333333333333,0.7408333333333333,2.686911452043699e-15,1.0856021098449356e-14,0.24766666666666667,0.5631152500615915,0.5826666666666667,0.5448333333333333,1.2539978270995888,0.48139907563168005,5.416819502782191,1.0244026443351357,1.0,True,0,0,25,25,CLOSED,,,,,,,,126,0.24766666666666667,0,0.244,0.476,0.045,FR4_E2_with_E1_ground_y_distribution,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR4_E2_with_E1_ground_y_distribution/B126
B126,FR5_E2_clipped_ground_y_quantiles,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR5_E2_clipped_ground_y_quantiles/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR5_E2_clipped_ground_y_quantiles/B126,,49,23,25,1,0.15566666666666668,0.6186666666666667,0.6333333333333333,0.7375,2.7594261533714786e-15,1.1818485881678155e-14,0.25,0.4671568033273915,0.4801666666666667,0.4548333333333333,1.0190687783276076,0.4974763900141919,5.416819502782191,1.058726348611122,1.0,True,0,0,25,25,CLOSED,,,,,,,,126,0.25,0,0.244,0.469,0.054,FR5_E2_clipped_ground_y_quantiles,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR5_E2_clipped_ground_y_quantiles/B126
B126,FR6_E1_with_E2_semantic_entropy_confidence,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR6_E1_with_E2_semantic_entropy_confidence/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR6_E1_with_E2_semantic_entropy_confidence/B126,,49,23,25,1,0.14133333333333334,0.6223333333333333,0.99,0.7446666666666667,2.6912456319565558e-15,1.0875005912170445e-14,0.23500000000000001,0.5614468652734549,0.5835,0.541,1.233671258914974,0.2767196310685855,5.4164174580267215,1.0299905522465689,1.0,True,0,0,25,25,CLOSED,,,,,,,,126,0.23500000000000001,0,0.223,0.464,0.038,FR6_E1_with_E2_semantic_entropy_confidence,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR6_E1_with_E2_semantic_entropy_confidence/B126
B126,FR7_E2_with_E1_support_weight_calibration,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR7_E2_with_E1_support_weight_calibration/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR7_E2_with_E1_support_weight_calibration/B126,,49,23,25,1,0.15566666666666668,0.6223333333333333,0.9623333333333334,0.7408333333333333,2.7718512548658097e-15,1.0317195741328054e-14,0.24666666666666667,0.5403327171903882,0.56,0.522,1.1424515213034923,0.48903272092103717,5.416819502782191,1.0381567046756128,1.0,True,0,0,25,25,CLOSED,,,,,,,,126,0.24666666666666667,0,0.244,0.473,0.048,FR7_E2_with_E1_support_weight_calibration,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR7_E2_with_E1_support_weight_calibration/B126
B2,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B2,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B2,,11,4,6,1,1.0,0.987,1.0,0.9745,1.1842351594773425e-15,6.69808929350998e-15,0.5056666666666667,0.9964135931532435,0.9946666666666667,0.9981666666666666,0.5234961877382975,2.071946822557437,0.8350199114506536,0.19720129823536003,1.0,True,0,0,6,6,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B2/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B2/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",2,0.5056666666666667,0,1.0,0.415,0.111,FR0_E1_original,existing,
B2,E2_Mutual_rendered,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B2,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E2_Mutual_rendered/B2,,11,4,6,1,1.0,0.9883333333333333,1.0,0.9735,1.1763443728944331e-15,6.990299993591321e-15,0.49,0.9931585836549756,0.9903333333333333,0.996,0.4710039968325521,2.081555328295899,0.8650417498916951,0.2004784417331288,1.0,True,0,0,6,6,CLOSED,OK,0.5,0.75,6000,3000,"{'per_face_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B2/per_face_matching.csv', 'sample_matching_csv': 'results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E2_Mutual_rendered/B2/sample_matching.csv', 'sample_log_policy': 'deterministic subset, max 1200 rows per run'}","{'gt_used_for_evaluation_only': True, 'semantic_matching_required_for_surface_coverage': True, 'metric_version_explicit': True}",2,0.49,0,1.0,0.4,0.093,FR1_E2_original,existing,
B2,FR2_E1_xyz_E2_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR2_E1_xyz_E2_semantic_normal/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR2_E1_xyz_E2_semantic_normal/B2,,11,4,6,1,1.0,0.9863333333333333,1.0,0.9713333333333334,1.2779978431547333e-15,7.209008402154581e-15,0.5073333333333333,0.9959146514935989,0.9945,0.9973333333333333,0.5450640736754959,2.0814535271122283,0.8461721345184438,0.20263936423873347,1.0,True,0,0,6,6,CLOSED,,,,,,,,2,0.5073333333333333,0,1.0,0.405,0.131,FR2_E1_xyz_E2_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR2_E1_xyz_E2_semantic_normal/B2
B2,FR3_E2_xyz_E1_semantic_normal,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR3_E2_xyz_E1_semantic_normal/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR3_E2_xyz_E1_semantic_normal/B2,,11,4,6,1,1.0,0.9856666666666667,1.0,0.9741666666666666,1.2258468891890695e-15,6.764919192304519e-15,0.48633333333333334,0.9910703775330026,0.9875,0.9946666666666667,0.48348583929452715,2.075277673719435,0.8720340950469575,0.19888420175790514,1.0,True,0,0,6,6,CLOSED,,,,,,,,2,0.48633333333333334,0,1.0,0.407,0.082,FR3_E2_xyz_E1_semantic_normal,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR3_E2_xyz_E1_semantic_normal/B2
B2,FR4_E2_with_E1_ground_y_distribution,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR4_E2_with_E1_ground_y_distribution/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR4_E2_with_E1_ground_y_distribution/B2,,11,4,6,1,1.0,0.9873333333333333,1.0,0.9743333333333334,1.213598671974286e-15,6.472708492223177e-15,0.49,0.995497209665718,0.9938333333333333,0.9971666666666666,0.44908667389503343,2.078267110798086,0.8530669089340494,0.19813409684472488,1.0,True,0,0,6,6,CLOSED,,,,,,,,2,0.49,0,1.0,0.403,0.098,FR4_E2_with_E1_ground_y_distribution,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR4_E2_with_E1_ground_y_distribution/B2
B2,FR5_E2_clipped_ground_y_quantiles,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR5_E2_clipped_ground_y_quantiles/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR5_E2_clipped_ground_y_quantiles/B2,,11,4,6,1,1.0,0.988,1.0,0.9705,1.3410262113902507e-15,6.990299993591321e-15,0.49066666666666664,0.9802200685766103,0.9748333333333333,0.9856666666666667,0.527947569676428,2.090098472599929,0.8979095318763191,0.20639436367958547,1.0,True,0,0,6,6,CLOSED,,,,,,,,2,0.49066666666666664,0,1.0,0.398,0.103,FR5_E2_clipped_ground_y_quantiles,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR5_E2_clipped_ground_y_quantiles/B2
B2,FR6_E1_with_E2_semantic_entropy_confidence,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR6_E1_with_E2_semantic_entropy_confidence/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR6_E1_with_E2_semantic_entropy_confidence/B2,,11,4,6,1,1.0,0.987,1.0,0.9745,1.1842351594773425e-15,6.69808929350998e-15,0.5056666666666667,0.9964135931532435,0.9946666666666667,0.9981666666666666,0.5234961877382975,2.071946822557437,0.8350199114506536,0.19720129823536003,1.0,True,0,0,6,6,CLOSED,,,,,,,,2,0.5056666666666667,0,1.0,0.409,0.119,FR6_E1_with_E2_semantic_entropy_confidence,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR6_E1_with_E2_semantic_entropy_confidence/B2
B2,FR7_E2_with_E1_support_weight_calibration,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/metric_v1/FR7_E2_with_E1_support_weight_calibration/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/readout/FR7_E2_with_E1_support_weight_calibration/B2,,11,4,6,1,1.0,0.9883333333333333,1.0,0.9735,1.1763443728944331e-15,6.990299993591321e-15,0.49,0.9931585836549756,0.9903333333333333,0.996,0.4710039968325521,2.081555328295899,0.8650417498916951,0.2004784417331288,1.0,True,0,0,6,6,CLOSED,,,,,,,,2,0.49,0,1.0,0.402,0.098,FR7_E2_with_E1_support_weight_calibration,run,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase4_field_replacement/evidence/FR7_E2_with_E1_support_weight_calibration/B2
